"วันเดือนปี","ล่าสุด","ราคาเปิด","สูงสุด","ต่ำสุด","% เปลี่ยน"
"Jan 03, 2000","4.4705","4.4675","4.4705","4.4675","53.36"
"Jan 04, 2000","4.5019","4.4988","4.5019","4.4988","0.70"
"Jan 05, 2000","4.4808","4.4747","4.4808","4.4747","-0.47"
"Jan 06, 2000","4.5412","4.5352","4.5412","4.5352","1.35"
"Jan 07, 2000","4.4985","4.4943","4.4985","4.4943","-0.94"
"Jan 10, 2000","4.4973","4.4943","4.4973","4.4943","-0.03"
"Jan 11, 2000","4.5456","4.5425","4.5456","4.5425","1.07"
"Jan 12, 2000","4.5286","4.5256","4.5286","4.5256","-0.37"
"Jan 13, 2000","4.5236","4.5206","4.5236","4.5206","-0.11"
"Jan 14, 2000","4.5237","4.5195","4.5237","4.5195","0.00"
"Jan 17, 2000","4.5215","4.5185","4.5215","4.5185","-0.05"
"Jan 18, 2000","4.5095","4.5064","4.5095","4.5064","-0.27"
"Jan 19, 2000","4.5141","4.5110","4.5141","4.5110","0.10"
"Jan 20, 2000","4.4997","4.4967","4.4997","4.4967","-0.32"
"Jan 21, 2000","4.4948","4.4918","4.4948","4.4918","-0.11"
"Jan 24, 2000","4.4964","4.4934","4.4964","4.4934","0.04"
"Jan 25, 2000","4.5050","4.5020","4.5050","4.5020","0.19"
"Jan 26, 2000","4.5354","4.5324","4.5354","4.5324","0.67"
"Jan 27, 2000","4.5184","4.5154","4.5184","4.5154","-0.37"
"Jan 28, 2000","4.5451","4.5361","4.5451","4.5361","0.59"
"Jan 31, 2000","4.5357","4.5327","4.5357","4.5327","-0.21"
"Feb 01, 2000","4.5370","4.5340","4.5370","4.5340","0.03"
"Feb 02, 2000","4.5480","4.5450","4.5480","4.5450","0.24"
"Feb 03, 2000","4.5366","4.5336","4.5366","4.5336","-0.25"
"Feb 04, 2000","4.5375","4.5345","4.5375","4.5345","0.02"
"Feb 07, 2000","4.5556","4.5526","4.5556","4.5526","0.40"
"Feb 08, 2000","4.5435","4.5405","4.5435","4.5405","-0.27"
"Feb 09, 2000","4.5375","4.5345","4.5375","4.5345","-0.13"
"Feb 10, 2000","4.5218","4.5188","4.5218","4.5188","-0.35"
"Feb 11, 2000","4.5169","4.5139","4.5169","4.5139","-0.11"
"Feb 14, 2000","4.5271","4.5241","4.5271","4.5241","0.23"
"Feb 15, 2000","4.5332","4.5302","4.5332","4.5302","0.13"
"Feb 16, 2000","4.5502","4.5472","4.5502","4.5472","0.38"
"Feb 17, 2000","4.5698","4.5668","4.5698","4.5668","0.43"
"Feb 18, 2000","4.6048","4.6018","4.6048","4.6018","0.77"
"Feb 21, 2000","4.6095","4.6065","4.6095","4.6065","0.10"
"Feb 22, 2000","4.6132","4.6102","4.6132","4.6102","0.08"
"Feb 23, 2000","4.6044","4.6014","4.6044","4.6014","-0.19"
"Feb 24, 2000","4.6092","4.6062","4.6092","4.6062","0.10"
"Feb 25, 2000","4.5678","4.5648","4.5678","4.5648","-0.90"
"Feb 28, 2000","4.5811","4.5781","4.5811","4.5781","0.29"
"Feb 29, 2000","4.6052","4.6022","4.6052","4.6022","0.53"
"Mar 01, 2000","4.5931","4.5901","4.5931","4.5901","-0.26"
"Mar 02, 2000","4.5931","4.5901","4.5931","4.5901","0.00"
"Mar 03, 2000","4.5930","4.5900","4.5930","4.5900","-0.00"
"Mar 06, 2000","4.6053","4.6023","4.6053","4.6023","0.27"
"Mar 07, 2000","4.5957","4.5927","4.5957","4.5927","-0.21"
"Mar 08, 2000","4.5847","4.5817","4.5847","4.5817","-0.24"
"Mar 09, 2000","4.5786","4.5756","4.5786","4.5756","-0.13"
"Mar 10, 2000","4.5703","4.5673","4.5703","4.5673","-0.18"
"Mar 13, 2000","4.5753","4.5723","4.5753","4.5723","0.11"
"Mar 14, 2000","4.5790","4.5760","4.5790","4.5760","0.08"
"Mar 15, 2000","4.6026","4.5966","4.6026","4.5966","0.52"
"Mar 16, 2000","4.5732","4.5701","4.5732","4.5701","-0.64"
"Mar 17, 2000","4.5896","4.5866","4.5896","4.5866","0.36"
"Mar 20, 2000","4.5907","4.5877","4.5907","4.5877","0.02"
"Mar 21, 2000","4.5716","4.5698","4.5716","4.5698","-0.42"
"Mar 22, 2000","4.5655","4.5625","4.5655","4.5625","-0.13"
"Mar 23, 2000","4.5556","4.5526","4.5556","4.5526","-0.22"
"Mar 24, 2000","4.5580","4.5550","4.5580","4.5550","0.05"
"Mar 27, 2000","4.5620","4.5596","4.5620","4.5596","0.09"
"Mar 28, 2000","4.5685","4.5655","4.5685","4.5655","0.14"
"Mar 29, 2000","4.5640","4.5610","4.5640","4.5610","-0.10"
"Mar 30, 2000","4.5762","4.5731","4.5762","4.5731","0.27"
"Mar 31, 2000","4.5678","4.5659","4.5678","4.5659","-0.18"
"Apr 03, 2000","4.5630","4.5612","4.5630","4.5612","-0.11"
"Apr 04, 2000","4.5687","4.5657","4.5687","4.5657","0.12"
"Apr 05, 2000","4.5926","4.5896","4.5926","4.5896","0.52"
"Apr 06, 2000","4.5963","4.5933","4.5963","4.5933","0.08"
"Apr 07, 2000","4.5879","4.5848","4.5879","4.5848","-0.18"
"Apr 10, 2000","4.5937","4.5907","4.5937","4.5907","0.13"
"Apr 11, 2000","4.5965","4.5935","4.5965","4.5935","0.06"
"Apr 12, 2000","4.5975","4.5944","4.5975","4.5944","0.02"
"Apr 13, 2000","4.5758","4.5728","4.5758","4.5728","-0.47"
"Apr 14, 2000","4.5842","4.5812","4.5842","4.5812","0.18"
"Apr 17, 2000","4.5831","4.5800","4.5831","4.5800","-0.02"
"Apr 18, 2000","4.5761","4.5730","4.5761","4.5730","-0.15"
"Apr 19, 2000","4.5861","4.5837","4.5861","4.5837","0.22"
"Apr 20, 2000","4.5808","4.5778","4.5808","4.5778","-0.12"
"Apr 21, 2000","4.5823","4.5781","4.5823","4.5781","0.03"
"Apr 24, 2000","4.5871","4.5841","4.5871","4.5841","0.10"
"Apr 25, 2000","4.5989","4.5959","4.5989","4.5959","0.26"
"Apr 26, 2000","4.6059","4.6029","4.6059","4.6029","0.15"
"Apr 27, 2000","4.5998","4.5967","4.5998","4.5967","-0.13"
"Apr 28, 2000","4.5997","4.5967","4.5997","4.5967","-0.00"
"May 01, 2000","4.6045","4.6015","4.6045","4.6015","0.10"
"May 02, 2000","4.6287","4.6257","4.6287","4.6257","0.53"
"May 03, 2000","4.6407","4.6377","4.6407","4.6377","0.26"
"May 04, 2000","4.6540","4.6510","4.6540","4.6510","0.29"
"May 05, 2000","4.6565","4.6534","4.6565","4.6534","0.05"
"May 08, 2000","4.6493","4.6462","4.6493","4.6462","-0.15"
"May 09, 2000","4.6666","4.6636","4.6666","4.6636","0.37"
"May 10, 2000","4.6730","4.6699","4.6730","4.6699","0.14"
"May 11, 2000","4.7033","4.7003","4.7033","4.7003","0.65"
"May 12, 2000","4.6987","4.6957","4.6987","4.6957","-0.10"
"May 15, 2000","4.7471","4.7441","4.7471","4.7441","1.03"
"May 16, 2000","4.7595","4.7564","4.7595","4.7564","0.26"
"May 17, 2000","4.7500","4.7470","4.7500","4.7470","-0.20"
"May 18, 2000","4.7522","4.7491","4.7522","4.7491","0.05"
"May 19, 2000","4.7138","4.7108","4.7138","4.7108","-0.81"
"May 22, 2000","4.7257","4.7227","4.7257","4.7227","0.25"
"May 23, 2000","4.7440","4.7410","4.7440","4.7410","0.39"
"May 24, 2000","4.7463","4.7433","4.7463","4.7433","0.05"
"May 25, 2000","4.7292","4.7262","4.7292","4.7262","-0.36"
"May 26, 2000","4.7341","4.7311","4.7341","4.7311","0.10"
"May 29, 2000","4.7362","4.7301","4.7362","4.7301","0.04"
"May 30, 2000","4.7329","4.7299","4.7329","4.7299","-0.07"
"May 31, 2000","4.7328","4.7310","4.7328","4.7310","-0.00"
"Jun 01, 2000","4.7305","4.7275","4.7305","4.7275","-0.05"
"Jun 02, 2000","4.6991","4.6961","4.6991","4.6961","-0.66"
"Jun 05, 2000","4.6931","4.6901","4.6931","4.6901","-0.13"
"Jun 06, 2000","4.6905","4.6875","4.6905","4.6875","-0.06"
"Jun 07, 2000","4.6990","4.6972","4.6990","4.6972","0.18"
"Jun 08, 2000","4.7122","4.7092","4.7122","4.7092","0.28"
"Jun 09, 2000","4.7232","4.7202","4.7232","4.7202","0.23"
"Jun 12, 2000","4.7160","4.7130","4.7160","4.7130","-0.15"
"Jun 13, 2000","4.7046","4.6986","4.7046","4.6986","-0.24"
"Jun 14, 2000","4.7150","4.7120","4.7150","4.7120","0.22"
"Jun 15, 2000","4.7150","4.7120","4.7150","4.7120","0.00"
"Jun 16, 2000","4.7307","4.7277","4.7307","4.7277","0.33"
"Jun 19, 2000","4.7319","4.7301","4.7319","4.7301","0.03"
"Jun 20, 2000","4.7270","4.7239","4.7270","4.7239","-0.10"
"Jun 21, 2000","4.7329","4.7299","4.7329","4.7299","0.12"
"Jun 22, 2000","4.7390","4.7360","4.7390","4.7360","0.13"
"Jun 23, 2000","4.7198","4.7167","4.7198","4.7167","-0.41"
"Jun 26, 2000","4.7256","4.7238","4.7256","4.7238","0.12"
"Jun 27, 2000","4.7291","4.7249","4.7291","4.7249","0.07"
"Jun 28, 2000","4.7291","4.7273","4.7291","4.7273","0.00"
"Jun 29, 2000","4.7300","4.7282","4.7300","4.7282","0.02"
"Jun 30, 2000","4.7347","4.7317","4.7347","4.7317","0.10"
"Jul 03, 2000","4.7514","4.7484","4.7514","4.7484","0.35"
"Jul 04, 2000","4.7549","4.7518","4.7549","4.7518","0.07"
"Jul 05, 2000","4.7816","4.7785","4.7816","4.7785","0.56"
"Jul 06, 2000","4.7825","4.7795","4.7825","4.7795","0.02"
"Jul 07, 2000","4.7981","4.7951","4.7981","4.7951","0.33"
"Jul 10, 2000","4.8209","4.8179","4.8209","4.8179","0.48"
"Jul 11, 2000","4.8307","4.8276","4.8307","4.8276","0.20"
"Jul 12, 2000","4.8342","4.8312","4.8342","4.8312","0.07"
"Jul 13, 2000","4.8296","4.8278","4.8296","4.8278","-0.10"
"Jul 14, 2000","4.8342","4.8312","4.8342","4.8312","0.10"
"Jul 17, 2000","4.8683","4.8653","4.8683","4.8653","0.71"
"Jul 18, 2000","4.8583","4.8553","4.8583","4.8553","-0.21"
"Jul 19, 2000","4.8499","4.8469","4.8499","4.8469","-0.17"
"Jul 20, 2000","4.8535","4.8505","4.8535","4.8505","0.07"
"Jul 21, 2000","4.8826","4.8795","4.8826","4.8795","0.60"
"Jul 24, 2000","4.9240","4.9216","4.9240","4.9216","0.85"
"Jul 25, 2000","4.9501","4.9470","4.9501","4.9470","0.53"
"Jul 26, 2000","4.9718","4.9688","4.9718","4.9688","0.44"
"Jul 27, 2000","4.9382","4.9352","4.9382","4.9352","-0.68"
"Jul 28, 2000","5.0034","5.0004","5.0034","5.0004","1.32"
"Jul 31, 2000","4.9890","4.9860","4.9890","4.9860","-0.29"
"Aug 01, 2000","4.9596","4.9572","4.9596","4.9572","-0.59"
"Aug 02, 2000","4.9335","4.9305","4.9335","4.9305","-0.53"
"Aug 03, 2000","4.9127","4.9097","4.9127","4.9097","-0.42"
"Aug 04, 2000","4.9071","4.9047","4.9071","4.9047","-0.11"
"Aug 07, 2000","4.9802","4.9771","4.9802","4.9771","1.49"
"Aug 08, 2000","4.9668","4.9638","4.9668","4.9638","-0.27"
"Aug 09, 2000","4.9440","4.9409","4.9440","4.9409","-0.46"
"Aug 10, 2000","4.9306","4.9276","4.9306","4.9276","-0.27"
"Aug 11, 2000","4.9121","4.9097","4.9121","4.9097","-0.38"
"Aug 14, 2000","4.9169","4.9145","4.9169","4.9145","0.10"
"Aug 15, 2000","4.9337","4.9307","4.9337","4.9307","0.34"
"Aug 16, 2000","4.9259","4.9241","4.9259","4.9241","-0.16"
"Aug 17, 2000","4.9294","4.9264","4.9294","4.9264","0.07"
"Aug 18, 2000","4.9537","4.9507","4.9537","4.9507","0.49"
"Aug 21, 2000","4.9403","4.9373","4.9403","4.9373","-0.27"
"Aug 22, 2000","4.9246","4.9216","4.9246","4.9216","-0.32"
"Aug 23, 2000","4.9225","4.9195","4.9225","4.9195","-0.04"
"Aug 24, 2000","4.9427","4.9397","4.9427","4.9397","0.41"
"Aug 25, 2000","4.9306","4.9276","4.9306","4.9276","-0.24"
"Aug 28, 2000","4.9246","4.9228","4.9246","4.9228","-0.12"
"Aug 29, 2000","4.9469","4.9457","4.9469","4.9457","0.45"
"Aug 30, 2000","4.9451","4.9415","4.9451","4.9415","-0.04"
"Aug 31, 2000","4.9398","4.9368","4.9398","4.9368","-0.11"
"Sep 01, 2000","4.9386","4.9356","4.9386","4.9356","-0.02"
"Sep 04, 2000","4.9676","4.9646","4.9676","4.9646","0.59"
"Sep 05, 2000","4.9759","4.9728","4.9759","4.9728","0.17"
"Sep 06, 2000","4.9985","4.9955","4.9985","4.9955","0.45"
"Sep 07, 2000","5.0024","4.9994","5.0024","4.9994","0.08"
"Sep 08, 2000","5.0179","5.0149","5.0179","5.0149","0.31"
"Sep 11, 2000","5.0099","5.0069","5.0099","5.0069","-0.16"
"Sep 12, 2000","5.0207","5.0177","5.0207","5.0177","0.22"
"Sep 13, 2000","5.0491","5.0461","5.0491","5.0461","0.57"
"Sep 14, 2000","5.0530","5.0500","5.0530","5.0500","0.08"
"Sep 15, 2000","5.0700","5.0670","5.0700","5.0670","0.34"
"Sep 18, 2000","5.1195","5.1165","5.1195","5.1165","0.98"
"Sep 19, 2000","5.1021","5.0991","5.1021","5.0991","-0.34"
"Sep 20, 2000","5.1519","5.1489","5.1519","5.1489","0.98"
"Sep 21, 2000","5.1457","5.1427","5.1457","5.1427","-0.12"
"Sep 22, 2000","5.1639","5.1578","5.1639","5.1578","0.35"
"Sep 25, 2000","5.1604","5.1574","5.1604","5.1574","-0.07"
"Sep 26, 2000","5.1002","5.0972","5.1002","5.0972","-1.17"
"Sep 27, 2000","5.0999","5.0969","5.0999","5.0969","-0.01"
"Sep 28, 2000","5.1190","5.1160","5.1190","5.1160","0.37"
"Sep 29, 2000","5.0901","5.0871","5.0901","5.0871","-0.56"
"Oct 02, 2000","5.1214","5.1154","5.1214","5.1154","0.61"
"Oct 03, 2000","5.1280","5.1250","5.1280","5.1250","0.13"
"Oct 04, 2000","5.1607","5.1576","5.1607","5.1576","0.64"
"Oct 05, 2000","5.1329","5.1298","5.1329","5.1298","-0.54"
"Oct 06, 2000","5.1449","5.1419","5.1449","5.1419","0.23"
"Oct 09, 2000","5.1516","5.1455","5.1516","5.1455","0.13"
"Oct 10, 2000","5.1825","5.1794","5.1825","5.1794","0.60"
"Oct 11, 2000","5.1953","5.1929","5.1953","5.1929","0.25"
"Oct 12, 2000","5.2563","5.2533","5.2563","5.2533","1.17"
"Oct 13, 2000","5.2480","5.2450","5.2480","5.2450","-0.16"
"Oct 16, 2000","5.2313","5.2283","5.2313","5.2283","-0.32"
"Oct 17, 2000","5.2576","5.2546","5.2576","5.2546","0.50"
"Oct 18, 2000","5.2820","5.2790","5.2820","5.2790","0.46"
"Oct 19, 2000","5.2217","5.2187","5.2217","5.2187","-1.14"
"Oct 20, 2000","5.2762","5.2731","5.2762","5.2731","1.04"
"Oct 23, 2000","5.3090","5.3030","5.3090","5.3030","0.62"
"Oct 24, 2000","5.2576","5.2546","5.2576","5.2546","-0.97"
"Oct 25, 2000","5.2638","5.2608","5.2638","5.2608","0.12"
"Oct 26, 2000","5.2781","5.2751","5.2781","5.2751","0.27"
"Oct 27, 2000","5.2882","5.2822","5.2882","5.2822","0.19"
"Oct 30, 2000","5.2935","5.2875","5.2935","5.2875","0.10"
"Oct 31, 2000","5.3095","5.3035","5.3095","5.3035","0.30"
"Nov 01, 2000","5.2825","5.2795","5.2825","5.2795","-0.51"
"Nov 02, 2000","5.2942","5.2881","5.2942","5.2881","0.22"
"Nov 03, 2000","5.2472","5.2412","5.2472","5.2412","-0.89"
"Nov 06, 2000","5.2458","5.2398","5.2458","5.2398","-0.03"
"Nov 07, 2000","5.2743","5.2701","5.2743","5.2701","0.54"
"Nov 08, 2000","5.2790","5.2759","5.2790","5.2759","0.09"
"Nov 09, 2000","5.2677","5.2641","5.2677","5.2641","-0.21"
"Nov 10, 2000","5.2771","5.2711","5.2771","5.2711","0.18"
"Nov 13, 2000","5.2822","5.2762","5.2822","5.2762","0.10"
"Nov 14, 2000","5.2729","5.2698","5.2729","5.2698","-0.18"
"Nov 15, 2000","5.2804","5.2774","5.2804","5.2774","0.14"
"Nov 16, 2000","5.3399","5.3339","5.3399","5.3339","1.13"
"Nov 17, 2000","5.3372","5.3341","5.3372","5.3341","-0.05"
"Nov 20, 2000","5.3606","5.3576","5.3606","5.3576","0.44"
"Nov 21, 2000","5.3282","5.3222","5.3282","5.3222","-0.60"
"Nov 22, 2000","5.2765","5.2705","5.2765","5.2705","-0.97"
"Nov 23, 2000","5.2942","5.2911","5.2942","5.2911","0.34"
"Nov 24, 2000","5.2888","5.2827","5.2888","5.2827","-0.10"
"Nov 27, 2000","5.2500","5.2440","5.2500","5.2440","-0.73"
"Nov 28, 2000","5.2768","5.2708","5.2768","5.2708","0.51"
"Nov 29, 2000","5.2951","5.2891","5.2951","5.2891","0.35"
"Nov 30, 2000","5.2889","5.2853","5.2889","5.2853","-0.12"
"Dec 01, 2000","5.2812","5.2770","5.2812","5.2770","-0.15"
"Dec 04, 2000","5.2785","5.2724","5.2785","5.2724","-0.05"
"Dec 05, 2000","5.2628","5.2592","5.2628","5.2592","-0.30"
"Dec 06, 2000","5.2713","5.2652","5.2713","5.2652","0.16"
"Dec 07, 2000","5.2470","5.2410","5.2470","5.2410","-0.46"
"Dec 08, 2000","5.2737","5.2677","5.2737","5.2677","0.51"
"Dec 11, 2000","5.2505","5.2469","5.2505","5.2469","-0.44"
"Dec 12, 2000","5.2591","5.2530","5.2591","5.2530","0.16"
"Dec 13, 2000","5.2676","5.2616","5.2676","5.2616","0.16"
"Dec 14, 2000","5.2557","5.2496","5.2557","5.2496","-0.23"
"Dec 15, 2000","5.2472","5.2412","5.2472","5.2412","-0.16"
"Dec 18, 2000","5.2371","5.2311","5.2371","5.2311","-0.19"
"Dec 19, 2000","5.1986","5.1926","5.1986","5.1926","-0.74"
"Dec 20, 2000","5.1566","5.1505","5.1566","5.1505","-0.81"
"Dec 21, 2000","5.1288","5.1228","5.1288","5.1228","-0.54"
"Dec 22, 2000","5.0800","5.0739","5.0800","5.0739","-0.95"
"Dec 25, 2000","5.0719","5.0695","5.0719","5.0695","-0.16"
"Dec 26, 2000","5.1070","5.1009","5.1070","5.1009","0.69"
"Dec 27, 2000","5.1589","5.1528","5.1589","5.1528","1.02"
"Dec 28, 2000","5.2331","5.2270","5.2331","5.2270","1.44"
"Dec 29, 2000","5.2432","5.2372","5.2432","5.2372","0.19"
"Jan 02, 2001","5.2851","5.2791","5.2851","5.2791","0.80"
"Jan 03, 2001","5.2252","5.2191","5.2252","5.2191","-1.13"
"Jan 04, 2001","5.2530","5.2488","5.2530","5.2488","0.53"
"Jan 05, 2001","5.2231","5.2201","5.2231","5.2201","-0.57"
"Jan 08, 2001","5.1735","5.1705","5.1735","5.1705","-0.95"
"Jan 09, 2001","5.2131","5.2071","5.2131","5.2071","0.77"
"Jan 10, 2001","5.2133","5.2073","5.2133","5.2073","0.00"
"Jan 11, 2001","5.2648","5.2618","5.2648","5.2618","0.99"
"Jan 12, 2001","5.2375","5.2315","5.2375","5.2315","-0.52"
"Jan 15, 2001","5.2496","5.2436","5.2496","5.2436","0.23"
"Jan 16, 2001","5.2014","5.1954","5.2014","5.1954","-0.92"
"Jan 17, 2001","5.2317","5.2257","5.2317","5.2257","0.58"
"Jan 18, 2001","5.2329","5.2269","5.2329","5.2269","0.02"
"Jan 19, 2001","5.1967","5.1907","5.1967","5.1907","-0.69"
"Jan 22, 2001","5.2016","5.1956","5.2016","5.1956","0.09"
"Jan 23, 2001","5.2001","5.1941","5.2001","5.1941","-0.03"
"Jan 24, 2001","5.2001","5.1941","5.2001","5.1941","0.00"
"Jan 25, 2001","5.1917","5.1857","5.1917","5.1857","-0.16"
"Jan 26, 2001","5.1718","5.1675","5.1718","5.1675","-0.38"
"Jan 29, 2001","5.1518","5.1458","5.1518","5.1458","-0.39"
"Jan 30, 2001","5.1524","5.1494","5.1524","5.1494","0.01"
"Jan 31, 2001","5.1341","5.1280","5.1341","5.1280","-0.36"
"Feb 01, 2001","5.1074","5.1044","5.1074","5.1044","-0.52"
"Feb 02, 2001","5.1181","5.1151","5.1181","5.1151","0.21"
"Feb 05, 2001","5.1293","5.1263","5.1293","5.1263","0.22"
"Feb 06, 2001","5.1319","5.1289","5.1319","5.1289","0.05"
"Feb 07, 2001","5.1562","5.1531","5.1562","5.1531","0.47"
"Feb 08, 2001","5.1593","5.1533","5.1593","5.1533","0.06"
"Feb 09, 2001","5.1466","5.1435","5.1466","5.1435","-0.25"
"Feb 12, 2001","5.1435","5.1405","5.1435","5.1405","-0.06"
"Feb 13, 2001","5.1289","5.1229","5.1289","5.1229","-0.28"
"Feb 14, 2001","5.1218","5.1158","5.1218","5.1158","-0.14"
"Feb 15, 2001","5.1225","5.1165","5.1225","5.1165","0.01"
"Feb 16, 2001","5.1432","5.1371","5.1432","5.1371","0.40"
"Feb 19, 2001","5.1501","5.1470","5.1501","5.1470","0.13"
"Feb 20, 2001","5.1688","5.1627","5.1688","5.1627","0.36"
"Feb 21, 2001","5.1878","5.1817","5.1878","5.1817","0.37"
"Feb 22, 2001","5.2036","5.1976","5.2036","5.1976","0.30"
"Feb 23, 2001","5.1997","5.1937","5.1997","5.1937","-0.07"
"Feb 26, 2001","5.1857","5.1827","5.1857","5.1827","-0.27"
"Feb 27, 2001","5.1703","5.1642","5.1703","5.1642","-0.30"
"Feb 28, 2001","5.2064","5.2003","5.2064","5.2003","0.70"
"Mar 01, 2001","5.2309","5.2297","5.2309","5.2297","0.47"
"Mar 02, 2001","5.2488","5.2427","5.2488","5.2427","0.34"
"Mar 05, 2001","5.2569","5.2539","5.2569","5.2539","0.15"
"Mar 06, 2001","5.2442","5.2381","5.2442","5.2381","-0.24"
"Mar 07, 2001","5.2705","5.2674","5.2705","5.2674","0.50"
"Mar 08, 2001","5.2615","5.2555","5.2615","5.2555","-0.17"
"Mar 09, 2001","5.2631","5.2601","5.2631","5.2601","0.03"
"Mar 12, 2001","5.2908","5.2848","5.2908","5.2848","0.53"
"Mar 13, 2001","5.2607","5.2547","5.2607","5.2547","-0.57"
"Mar 14, 2001","5.2852","5.2840","5.2852","5.2840","0.47"
"Mar 15, 2001","5.3125","5.3095","5.3125","5.3095","0.52"
"Mar 16, 2001","5.3201","5.3159","5.3201","5.3159","0.14"
"Mar 19, 2001","5.3037","5.2977","5.3037","5.2977","-0.31"
"Mar 20, 2001","5.3140","5.3098","5.3140","5.3098","0.19"
"Mar 21, 2001","5.3467","5.3437","5.3467","5.3437","0.62"
"Mar 22, 2001","5.3668","5.3608","5.3668","5.3608","0.38"
"Mar 23, 2001","5.3460","5.3399","5.3460","5.3399","-0.39"
"Mar 26, 2001","5.3552","5.3521","5.3552","5.3521","0.17"
"Mar 27, 2001","5.3550","5.3520","5.3550","5.3520","-0.00"
"Mar 28, 2001","5.3861","5.3831","5.3861","5.3831","0.58"
"Mar 29, 2001","5.4090","5.4060","5.4090","5.4060","0.43"
"Mar 30, 2001","5.4393","5.4363","5.4393","5.4363","0.56"
"Apr 02, 2001","5.4508","5.4448","5.4508","5.4448","0.21"
"Apr 03, 2001","5.4542","5.4499","5.4542","5.4499","0.06"
"Apr 04, 2001","5.4832","5.4802","5.4832","5.4802","0.53"
"Apr 05, 2001","5.4677","5.4647","5.4677","5.4647","-0.28"
"Apr 06, 2001","5.5034","5.4974","5.5034","5.4974","0.65"
"Apr 09, 2001","5.5171","5.5141","5.5171","5.5141","0.25"
"Apr 10, 2001","5.5106","5.5045","5.5106","5.5045","-0.12"
"Apr 11, 2001","5.4918","5.4888","5.4918","5.4888","-0.34"
"Apr 12, 2001","5.4849","5.4789","5.4849","5.4789","-0.13"
"Apr 13, 2001","5.4851","5.4791","5.4851","5.4791","0.00"
"Apr 16, 2001","5.5093","5.5033","5.5093","5.5033","0.44"
"Apr 17, 2001","5.4969","5.4908","5.4969","5.4908","-0.23"
"Apr 18, 2001","5.4605","5.4545","5.4605","5.4545","-0.66"
"Apr 19, 2001","5.4788","5.4728","5.4788","5.4728","0.34"
"Apr 20, 2001","5.5149","5.5089","5.5149","5.5089","0.66"
"Apr 23, 2001","5.4893","5.4875","5.4893","5.4875","-0.46"
"Apr 24, 2001","5.5015","5.4996","5.5015","5.4996","0.22"
"Apr 25, 2001","5.5137","5.5107","5.5137","5.5107","0.22"
"Apr 26, 2001","5.5244","5.5214","5.5244","5.5214","0.19"
"Apr 27, 2001","5.5151","5.5090","5.5151","5.5090","-0.17"
"Apr 30, 2001","5.5151","5.5090","5.5151","5.5090","0.00"
"May 01, 2001","5.5065","5.5005","5.5065","5.5005","-0.16"
"May 02, 2001","5.4927","5.4896","5.4927","5.4896","-0.25"
"May 03, 2001","5.4890","5.4848","5.4890","5.4848","-0.07"
"May 04, 2001","5.5144","5.5126","5.5144","5.5126","0.46"
"May 07, 2001","5.5151","5.5090","5.5151","5.5090","0.01"
"May 08, 2001","5.5083","5.5022","5.5083","5.5022","-0.12"
"May 09, 2001","5.5090","5.5029","5.5090","5.5029","0.01"
"May 10, 2001","5.4971","5.4911","5.4971","5.4911","-0.22"
"May 11, 2001","5.4953","5.4923","5.4953","5.4923","-0.03"
"May 14, 2001","5.5044","5.4983","5.5044","5.4983","0.17"
"May 15, 2001","5.4985","5.4960","5.4985","5.4960","-0.11"
"May 16, 2001","5.4767","5.4743","5.4767","5.4743","-0.40"
"May 17, 2001","5.4732","5.4672","5.4732","5.4672","-0.06"
"May 18, 2001","5.5003","5.4973","5.5003","5.4973","0.50"
"May 21, 2001","5.5081","5.5051","5.5081","5.5051","0.14"
"May 22, 2001","5.5090","5.5029","5.5090","5.5029","0.02"
"May 23, 2001","5.4880","5.4874","5.4880","5.4874","-0.38"
"May 24, 2001","5.4869","5.4827","5.4869","5.4827","-0.02"
"May 25, 2001","5.5038","5.5019","5.5038","5.5019","0.31"
"May 28, 2001","5.5093","5.5033","5.5093","5.5033","0.10"
"May 29, 2001","5.4912","5.4852","5.4912","5.4852","-0.33"
"May 30, 2001","5.4816","5.4810","5.4816","5.4810","-0.17"
"May 31, 2001","5.4821","5.4802","5.4821","5.4802","0.01"
"Jun 01, 2001","5.4810","5.4798","5.4810","5.4798","-0.02"
"Jun 04, 2001","5.4851","5.4790","5.4851","5.4790","0.07"
"Jun 05, 2001","5.4368","5.4308","5.4368","5.4308","-0.88"
"Jun 06, 2001","5.4729","5.4668","5.4729","5.4668","0.66"
"Jun 07, 2001","5.4574","5.4514","5.4574","5.4514","-0.28"
"Jun 08, 2001","5.4484","5.4454","5.4484","5.4454","-0.16"
"Jun 11, 2001","5.4605","5.4575","5.4605","5.4575","0.22"
"Jun 12, 2001","5.4668","5.4608","5.4668","5.4608","0.12"
"Jun 13, 2001","5.4827","5.4809","5.4827","5.4809","0.29"
"Jun 14, 2001","5.4794","5.4764","5.4794","5.4764","-0.06"
"Jun 15, 2001","5.4767","5.4706","5.4767","5.4706","-0.05"
"Jun 18, 2001","5.4730","5.4670","5.4730","5.4670","-0.07"
"Jun 19, 2001","5.4621","5.4603","5.4621","5.4603","-0.20"
"Jun 20, 2001","5.4730","5.4670","5.4730","5.4670","0.20"
"Jun 21, 2001","5.4652","5.4622","5.4652","5.4622","-0.14"
"Jun 22, 2001","5.4677","5.4647","5.4677","5.4647","0.05"
"Jun 25, 2001","5.4532","5.4502","5.4532","5.4502","-0.27"
