"วันเดือนปี","ล่าสุด","ราคาเปิด","สูงสุด","ต่ำสุด","% เปลี่ยน"
"Feb 02, 2010","4.8535","4.8492","4.8675","4.8406","-0.06"
"Feb 03, 2010","4.8454","4.8512","4.8628","4.8241","-0.17"
"Feb 04, 2010","4.8525","4.8418","4.8655","4.8301","0.15"
"Feb 05, 2010","4.8598","4.8499","4.8770","4.8421","0.15"
"Feb 08, 2010","4.8612","4.8583","4.8765","4.8478","0.03"
"Feb 09, 2010","4.8567","4.8589","4.8741","4.8458","-0.09"
"Feb 10, 2010","4.8598","4.8544","4.8723","4.8440","0.06"
"Feb 11, 2010","4.8531","4.8558","4.8694","4.8372","-0.14"
"Feb 12, 2010","4.8578","4.8516","4.8773","4.8395","0.10"
"Feb 15, 2010","4.8563","4.8551","4.8754","4.8360","-0.03"
"Feb 16, 2010","4.8534","4.8521","4.8695","4.8404","-0.06"
"Feb 17, 2010","4.8548","4.8492","4.8622","4.8360","0.03"
"Feb 18, 2010","4.8536","4.8521","4.8763","4.8404","-0.02"
"Feb 19, 2010","4.8594","4.8543","4.8784","4.8498","0.12"
"Feb 22, 2010","4.8532","4.8572","4.8682","4.8388","-0.13"
"Feb 23, 2010","4.8442","4.8518","4.8648","4.8355","-0.19"
"Feb 24, 2010","4.8389","4.8443","4.8619","4.8260","-0.11"
"Feb 25, 2010","4.8464","4.8352","4.8537","4.8293","0.15"
"Feb 26, 2010","4.8424","4.8427","4.8669","4.8337","-0.08"
"Mar 01, 2010","4.8086","4.8357","4.8408","4.8033","-0.70"
"Mar 02, 2010","4.7930","4.8077","4.8198","4.7886","-0.32"
"Mar 03, 2010","4.7862","4.7900","4.8037","4.7671","-0.14"
"Mar 04, 2010","4.7807","4.7833","4.7997","4.7693","-0.11"
"Mar 05, 2010","4.7828","4.7797","4.7994","4.7668","0.04"
"Mar 08, 2010","4.7910","4.7766","4.8001","4.7653","0.17"
"Mar 09, 2010","4.7939","4.7842","4.8086","4.7781","0.06"
"Mar 10, 2010","4.7825","4.7888","4.8042","4.7727","-0.24"
"Mar 11, 2010","4.7872","4.7788","4.8000","4.7648","0.10"
"Mar 12, 2010","4.7746","4.7828","4.8081","4.7583","-0.26"
"Mar 15, 2010","4.7692","4.7627","4.7881","4.7551","-0.11"
"Mar 16, 2010","4.7524","4.7683","4.7744","4.7346","-0.35"
"Mar 17, 2010","4.7348","4.7493","4.7553","4.7230","-0.37"
"Mar 18, 2010","4.7325","4.7333","4.7439","4.7136","-0.05"
"Mar 19, 2010","4.7330","4.7272","4.7491","4.7184","0.01"
"Mar 22, 2010","4.7366","4.7300","4.7538","4.7166","0.08"
"Mar 23, 2010","4.7354","4.7344","4.7514","4.7213","-0.03"
"Mar 24, 2010","4.7395","4.7331","4.7524","4.7194","0.09"
"Mar 25, 2010","4.7458","4.7387","4.7629","4.7248","0.13"
"Mar 26, 2010","4.7459","4.7457","4.7694","4.7323","0.00"
"Mar 29, 2010","4.7389","4.7443","4.7578","4.7241","-0.15"
"Mar 30, 2010","4.7371","4.7374","4.7514","4.7168","-0.04"
"Mar 31, 2010","4.7393","4.7349","4.7594","4.7286","0.05"
"Apr 01, 2010","4.7375","4.7363","4.7593","4.7166","-0.04"
"Apr 02, 2010","4.7395","4.7360","4.7595","4.7258","0.04"
"Apr 05, 2010","4.7439","4.7365","4.7555","4.7320","0.09"
"Apr 06, 2010","4.7417","4.7409","4.7463","4.7347","-0.05"
"Apr 07, 2010","4.7404","4.7392","4.7561","4.7217","-0.03"
"Apr 08, 2010","4.7325","4.7410","4.7606","4.7218","-0.17"
"Apr 09, 2010","4.7242","4.7302","4.7544","4.7158","-0.18"
"Apr 12, 2010","4.7416","4.7231","4.7508","4.7062","0.37"
"Apr 13, 2010","4.7402","4.7376","4.7447","4.7302","-0.03"
"Apr 14, 2010","4.7247","4.7392","4.7422","4.7173","-0.33"
"Apr 15, 2010","4.7260","4.7217","4.7350","4.7157","0.03"
"Apr 16, 2010","4.7242","4.7200","4.7469","4.7021","-0.04"
"Apr 19, 2010","4.7193","4.7219","4.7558","4.7141","-0.10"
"Apr 20, 2010","4.7133","4.7185","4.7435","4.7044","-0.13"
"Apr 21, 2010","4.7140","4.7103","4.7225","4.6876","0.01"
"Apr 22, 2010","4.7302","4.7132","4.7331","4.6962","0.34"
"Apr 23, 2010","4.7184","4.7272","4.7529","4.7080","-0.25"
"Apr 26, 2010","4.7161","4.7129","4.7358","4.6929","-0.05"
"Apr 27, 2010","4.7285","4.7138","4.7354","4.7048","0.26"
"Apr 28, 2010","4.7340","4.7233","4.7553","4.7111","0.12"
"Apr 29, 2010","4.7283","4.7352","4.7547","4.7143","-0.12"
"Apr 30, 2010","4.7391","4.7246","4.7561","4.7170","0.23"
"May 03, 2010","4.7378","4.7380","4.7523","4.7323","-0.03"
"May 04, 2010","4.7353","4.7352","4.7488","4.7096","-0.05"
"May 05, 2010","4.7427","4.7356","4.7442","4.7287","0.16"
"May 06, 2010","4.7235","4.7419","4.7567","4.7081","-0.40"
"May 07, 2010","4.7285","4.7242","4.7600","4.7181","0.11"
"May 10, 2010","4.7279","4.7202","4.7432","4.7038","-0.01"
"May 11, 2010","4.7320","4.7255","4.7535","4.7128","0.09"
"May 12, 2010","4.7270","4.7295","4.7525","4.7132","-0.11"
"May 13, 2010","4.7386","4.7229","4.7528","4.7159","0.25"
"May 14, 2010","4.7431","4.7363","4.7477","4.7240","0.09"
"May 17, 2010","4.7424","4.7398","4.7718","4.7327","-0.01"
"May 18, 2010","4.7317","4.7408","4.7587","4.7188","-0.23"
"May 19, 2010","4.7427","4.7339","4.7605","4.7221","0.23"
"May 20, 2010","4.7468","4.7408","4.7599","4.7296","0.09"
"May 21, 2010","4.7464","4.7481","4.7586","4.7346","-0.01"
"May 24, 2010","4.7483","4.7449","4.7586","4.7248","0.04"
"May 25, 2010","4.7634","4.7446","4.7865","4.7418","0.32"
"May 26, 2010","4.7647","4.7588","4.7842","4.7445","0.03"
"May 27, 2010","4.7660","4.7602","4.7872","4.7438","0.03"
"May 28, 2010","4.7667","4.7630","4.7725","4.7572","0.01"
"May 31, 2010","4.7628","4.7636","4.7699","4.7434","-0.08"
"Jun 01, 2010","4.7732","4.7613","4.7830","4.7493","0.22"
"Jun 02, 2010","4.7732","4.7687","4.7911","4.7613","0.00"
"Jun 03, 2010","4.7706","4.7687","4.7725","4.7576","-0.05"
"Jun 04, 2010","4.7769","4.7683","4.7857","4.7526","0.13"
"Jun 07, 2010","4.7765","4.7739","4.7967","4.7636","-0.01"
"Jun 08, 2010","4.7749","4.7757","4.7858","4.7579","-0.03"
"Jun 09, 2010","4.7740","4.7719","4.7866","4.7629","-0.02"
"Jun 10, 2010","4.7528","4.7711","4.7808","4.7409","-0.44"
"Jun 11, 2010","4.7510","4.7520","4.7702","4.7420","-0.04"
"Jun 14, 2010","4.7408","4.7494","4.7583","4.7276","-0.21"
"Jun 15, 2010","4.7437","4.7364","4.7598","4.7276","0.06"
"Jun 16, 2010","4.7408","4.7408","4.7583","4.7262","-0.06"
"Jun 17, 2010","4.7429","4.7364","4.7658","4.7289","0.04"
"Jun 18, 2010","4.7457","4.7397","4.7639","4.7313","0.06"
"Jun 21, 2010","4.7492","4.7263","4.7639","4.7186","0.07"
"Jun 22, 2010","4.7466","4.7445","4.7607","4.7279","-0.05"
"Jun 23, 2010","4.7511","4.7432","4.7604","4.7321","0.09"
"Jun 24, 2010","4.7656","4.7469","4.7746","4.7343","0.31"
"Jun 25, 2010","4.7680","4.7620","4.7955","4.7557","0.05"
"Jun 28, 2010","4.7628","4.7621","4.7753","4.7459","-0.11"
"Jun 29, 2010","4.7676","4.7609","4.7835","4.7467","0.10"
"Jun 30, 2010","4.7797","4.7632","4.7828","4.7620","0.25"
"Jul 01, 2010","4.7744","4.7745","4.7833","4.7602","-0.11"
"Jul 02, 2010","4.7861","4.7691","4.8108","4.7645","0.25"
"Jul 05, 2010","4.7877","4.7812","4.8015","4.7646","0.03"
"Jul 06, 2010","4.7828","4.7832","4.7993","4.7650","-0.10"
"Jul 07, 2010","4.7910","4.7806","4.8096","4.7724","0.17"
"Jul 08, 2010","4.7858","4.7877","4.8065","4.7694","-0.11"
"Jul 09, 2010","4.7772","4.7798","4.7881","4.7625","-0.18"
"Jul 12, 2010","4.7799","4.7743","4.7834","4.7610","0.06"
"Jul 13, 2010","4.7783","4.7762","4.7864","4.7554","-0.03"
"Jul 14, 2010","4.7729","4.7752","4.7806","4.7538","-0.11"
"Jul 15, 2010","4.7550","4.7683","4.7763","4.7419","-0.38"
"Jul 16, 2010","4.7600","4.7516","4.7799","4.7457","0.11"
"Jul 19, 2010","4.7645","4.7568","4.7799","4.7481","0.09"
"Jul 20, 2010","4.7637","4.7592","4.7788","4.7410","-0.02"
"Jul 21, 2010","4.7668","4.7621","4.7805","4.7473","0.07"
"Jul 22, 2010","4.7568","4.7617","4.7767","4.7394","-0.21"
"Jul 23, 2010","4.7534","4.7522","4.7739","4.7414","-0.07"
"Jul 26, 2010","4.7521","4.7534","4.7589","4.7441","-0.03"
"Jul 27, 2010","4.7511","4.7496","4.7643","4.7337","-0.02"
"Jul 28, 2010","4.7571","4.7488","4.7725","4.7347","0.13"
"Jul 29, 2010","4.7592","4.7562","4.7748","4.7407","0.04"
"Jul 30, 2010","4.7594","4.7547","4.7806","4.7476","0.00"
"Aug 02, 2010","4.7540","4.7575","4.7637","4.7341","-0.11"
"Aug 03, 2010","4.7599","4.7516","4.7698","4.7331","0.12"
"Aug 04, 2010","4.7464","4.7477","4.7670","4.7395","-0.28"
"Aug 05, 2010","4.7383","4.7439","4.7601","4.7230","-0.17"
"Aug 06, 2010","4.7316","4.7339","4.7534","4.7184","-0.14"
"Aug 09, 2010","4.7234","4.7248","4.7471","4.7073","-0.17"
"Aug 10, 2010","4.7201","4.7200","4.7355","4.7128","-0.07"
"Aug 11, 2010","4.7115","4.7177","4.7367","4.7043","-0.18"
"Aug 12, 2010","4.7068","4.7068","4.7211","4.6999","-0.10"
"Aug 13, 2010","4.6939","4.7013","4.7113","4.6859","-0.27"
"Aug 16, 2010","4.6773","4.6859","4.7071","4.6593","-0.35"
"Aug 17, 2010","4.6738","4.6720","4.6909","4.6503","-0.07"
"Aug 18, 2010","4.6555","4.6713","4.6794","4.6453","-0.39"
"Aug 19, 2010","4.6459","4.6521","4.6737","4.6343","-0.21"
"Aug 20, 2010","4.6437","4.6405","4.6506","4.6253","-0.05"
"Aug 23, 2010","4.6294","4.6381","4.6490","4.6127","-0.31"
"Aug 24, 2010","4.6404","4.6272","4.6579","4.6246","0.24"
"Aug 25, 2010","4.6297","4.6373","4.6512","4.6159","-0.23"
"Aug 26, 2010","4.6126","4.6267","4.6315","4.6050","-0.37"
"Aug 27, 2010","4.6080","4.6089","4.6429","4.5865","-0.10"
"Aug 30, 2010","4.6002","4.6056","4.6108","4.5767","-0.17"
"Aug 31, 2010","4.5934","4.5965","4.6030","4.5812","-0.15"
"Sep 01, 2010","4.5751","4.5915","4.5950","4.5533","-0.40"
"Sep 02, 2010","4.5757","4.5701","4.5942","4.5570","0.01"
"Sep 03, 2010","4.5828","4.5708","4.6009","4.5644","0.16"
"Sep 06, 2010","4.5887","4.5784","4.6005","4.5673","0.13"
"Sep 07, 2010","4.5888","4.5850","4.6147","4.5795","0.00"
"Sep 08, 2010","4.5627","4.5847","4.6075","4.5433","-0.57"
"Sep 09, 2010","4.5498","4.5641","4.5705","4.5274","-0.28"
"Sep 10, 2010","4.5541","4.5493","4.5676","4.5332","0.09"
"Sep 13, 2010","4.5480","4.5434","4.5624","4.5297","-0.13"
"Sep 14, 2010","4.5581","4.5455","4.5709","4.5396","0.22"
"Sep 15, 2010","4.5771","4.5530","4.5983","4.5490","0.42"
"Sep 16, 2010","4.5777","4.5727","4.6109","4.5663","0.01"
"Sep 17, 2010","4.5739","4.5733","4.5990","4.5627","-0.08"
"Sep 20, 2010","4.5785","4.5687","4.5996","4.5566","0.10"
"Sep 21, 2010","4.5844","4.5752","4.6029","4.5688","0.13"
"Sep 22, 2010","4.5771","4.5831","4.6006","4.5551","-0.16"
"Sep 23, 2010","4.5769","4.5596","4.5934","4.5596","-0.00"
"Sep 24, 2010","4.5704","4.5729","4.6151","4.5641","-0.14"
"Sep 27, 2010","4.5713","4.5745","4.5839","4.5480","0.02"
"Sep 28, 2010","4.5653","4.5664","4.5797","4.5495","-0.13"
"Sep 29, 2010","4.5496","4.5613","4.6071","4.5422","-0.34"
"Sep 30, 2010","4.5354","4.5455","4.5666","4.5122","-0.31"
"Oct 01, 2010","4.5105","4.5271","4.5404","4.5004","-0.55"
"Oct 04, 2010","4.5052","4.5049","4.5644","4.4899","-0.12"
"Oct 05, 2010","4.4995","4.5014","4.5716","4.4897","-0.13"
"Oct 06, 2010","4.4711","4.4957","4.5019","4.4601","-0.63"
"Oct 07, 2010","4.4771","4.4650","4.4865","4.4511","0.13"
"Oct 08, 2010","4.4874","4.4686","4.5227","4.4630","0.23"
"Oct 11, 2010","4.5075","4.4867","4.5239","4.4791","0.45"
"Oct 12, 2010","4.4893","4.5022","4.5224","4.4801","-0.40"
"Oct 13, 2010","4.4779","4.4801","4.4947","4.4568","-0.25"
"Oct 14, 2010","4.4871","4.4745","4.5006","4.4633","0.21"
"Oct 15, 2010","4.4911","4.4829","4.5118","4.4717","0.09"
"Oct 18, 2010","4.4941","4.4916","4.5217","4.4821","0.07"
"Oct 19, 2010","4.5097","4.4895","4.5130","4.4804","0.35"
"Oct 20, 2010","4.4915","4.5074","4.5241","4.4849","-0.40"
"Oct 21, 2010","4.4890","4.4865","4.5126","4.4724","-0.06"
"Oct 22, 2010","4.4970","4.4864","4.5030","4.4708","0.18"
"Oct 25, 2010","4.4862","4.4913","4.4977","4.4754","-0.24"
"Oct 26, 2010","4.4885","4.4814","4.4960","4.4655","0.05"
"Oct 27, 2010","4.4888","4.4834","4.5116","4.4725","0.01"
"Oct 28, 2010","4.4780","4.4840","4.4886","4.4569","-0.24"
"Oct 29, 2010","4.4882","4.4741","4.5135","4.4685","0.23"
"Nov 01, 2010","4.4638","4.4837","4.4954","4.4531","-0.54"
"Nov 02, 2010","4.4627","4.4576","4.4743","4.4483","-0.02"
"Nov 03, 2010","4.4543","4.4584","4.4771","4.4383","-0.19"
"Nov 04, 2010","4.4550","4.4521","4.4617","4.4290","0.02"
"Nov 05, 2010","4.4541","4.4525","4.4716","4.4304","-0.02"
"Nov 08, 2010","4.4364","4.4498","4.4737","4.4260","-0.40"
"Nov 09, 2010","4.4409","4.4319","4.4575","4.4125","0.10"
"Nov 10, 2010","4.4596","4.4450","4.4760","4.4343","0.42"
"Nov 11, 2010","4.4906","4.4539","4.4996","4.4456","0.70"
"Nov 12, 2010","4.4952","4.4854","4.5079","4.4717","0.10"
"Nov 15, 2010","4.5012","4.4913","4.5289","4.4882","0.13"
"Nov 16, 2010","4.5062","4.4871","4.5141","4.4737","0.11"
"Nov 17, 2010","4.5228","4.5049","4.5312","4.4947","0.37"
"Nov 18, 2010","4.5173","4.5119","4.5269","4.4935","-0.12"
"Nov 19, 2010","4.5128","4.5072","4.5158","4.4894","-0.10"
"Nov 22, 2010","4.5135","4.5056","4.5180","4.4895","0.02"
"Nov 23, 2010","4.5220","4.5099","4.5372","4.4978","0.19"
"Nov 24, 2010","4.5127","4.5206","4.5439","4.5071","-0.21"
"Nov 25, 2010","4.5194","4.5086","4.5330","4.5086","0.15"
"Nov 26, 2010","4.5369","4.5167","4.5499","4.5107","0.39"
"Nov 29, 2010","4.5365","4.5324","4.5549","4.5188","-0.01"
"Nov 30, 2010","4.5275","4.5324","4.5478","4.5222","-0.20"
"Dec 01, 2010","4.5099","4.5237","4.5357","4.4991","-0.39"
"Dec 02, 2010","4.5081","4.5083","4.5286","4.4829","-0.04"
"Dec 03, 2010","4.5068","4.5048","4.5160","4.4946","-0.03"
"Dec 06, 2010","4.5159","4.5019","4.5195","4.5004","0.20"
"Dec 07, 2010","4.5173","4.5117","4.5260","4.4990","0.03"
"Dec 08, 2010","4.5228","4.5156","4.5418","4.5073","0.12"
"Dec 09, 2010","4.5190","4.5181","4.5358","4.4989","-0.08"
"Dec 10, 2010","4.5198","4.5165","4.5257","4.5113","0.02"
"Dec 13, 2010","4.5054","4.5151","4.5344","4.4994","-0.32"
"Dec 14, 2010","4.5129","4.5024","4.5307","4.4994","0.17"
"Dec 15, 2010","4.5215","4.5097","4.5314","4.5011","0.19"
"Dec 16, 2010","4.5229","4.5196","4.5372","4.5018","0.03"
"Dec 17, 2010","4.5316","4.5198","4.5386","4.5113","0.19"
"Dec 20, 2010","4.5200","4.5189","4.5386","4.5045","-0.26"
"Dec 21, 2010","4.5296","4.5199","4.5471","4.5148","0.21"
"Dec 22, 2010","4.5371","4.5278","4.5541","4.5162","0.17"
"Dec 23, 2010","4.5378","4.5338","4.5536","4.5133","0.02"
"Dec 24, 2010","4.5571","4.5338","4.5729","4.5113","0.43"
"Dec 27, 2010","4.5541","4.5510","4.5755","4.5358","-0.07"
"Dec 28, 2010","4.5556","4.5492","4.5724","4.5437","0.03"
"Dec 29, 2010","4.5541","4.5541","4.5752","4.5461","-0.03"
"Dec 30, 2010","4.5649","4.5509","4.5732","4.5471","0.24"
"Dec 31, 2010","4.5618","4.5602","4.5736","4.5450","-0.07"
"Jan 03, 2011","4.5632","4.5591","4.5763","4.5470","0.03"
"Jan 04, 2011","4.5527","4.5601","4.5690","4.5417","-0.23"
"Jan 05, 2011","4.5640","4.5509","4.5861","4.5332","0.25"
"Jan 06, 2011","4.5689","4.5620","4.5861","4.5456","0.11"
"Jan 07, 2011","4.5781","4.5605","4.5992","4.5545","0.20"
"Jan 10, 2011","4.6294","4.5739","4.6400","4.5611","1.12"
"Jan 11, 2011","4.6107","4.6163","4.6486","4.6030","-0.40"
"Jan 12, 2011","4.5992","4.6072","4.6122","4.5779","-0.25"
"Jan 13, 2011","4.5984","4.5965","4.6211","4.5833","-0.02"
"Jan 14, 2011","4.6290","4.6059","4.6349","4.5989","0.67"
"Jan 17, 2011","4.6433","4.6251","4.6545","4.6194","0.31"
"Jan 18, 2011","4.6292","4.6302","4.6631","4.6176","-0.30"
"Jan 19, 2011","4.6274","4.6222","4.6374","4.6062","-0.04"
"Jan 20, 2011","4.6502","4.6242","4.6539","4.6242","0.49"
"Jan 21, 2011","4.6593","4.6430","4.6718","4.6325","0.20"
"Jan 24, 2011","4.7020","4.6552","4.7111","4.6523","0.92"
"Jan 25, 2011","4.7010","4.6966","4.7279","4.6929","-0.02"
"Jan 26, 2011","4.6804","4.6986","4.7089","4.6681","-0.44"
"Jan 27, 2011","4.6862","4.6734","4.7115","4.6610","0.12"
"Jan 28, 2011","4.7211","4.6792","4.7342","4.6777","0.74"
"Jan 31, 2011","4.6791","4.7157","4.7423","4.6684","-0.89"
"Feb 01, 2011","4.6795","4.6715","4.7005","4.6649","0.01"
"Feb 02, 2011","4.7062","4.6726","4.7077","4.6574","0.57"
"Feb 03, 2011","4.7137","4.6975","4.7244","4.6898","0.16"
"Feb 04, 2011","4.7008","4.7051","4.7145","4.6792","-0.27"
"Feb 07, 2011","4.6788","4.6898","4.7107","4.6671","-0.47"
"Feb 08, 2011","4.6861","4.6762","4.6930","4.6615","0.16"
"Feb 09, 2011","4.6597","4.6774","4.6844","4.6455","-0.56"
"Feb 10, 2011","4.6775","4.6558","4.6867","4.6425","0.38"
"Feb 11, 2011","4.6754","4.6726","4.7020","4.6562","-0.04"
"Feb 14, 2011","4.6636","4.6697","4.6861","4.6457","-0.25"
"Feb 15, 2011","4.6592","4.6600","4.6753","4.6470","-0.09"
"Feb 16, 2011","4.6476","4.6571","4.6657","4.6412","-0.25"
"Feb 17, 2011","4.6467","4.6446","4.6673","4.6292","-0.02"
"Feb 18, 2011","4.6536","4.6436","4.6614","4.6436","0.15"
"Feb 21, 2011","4.6504","4.6472","4.6753","4.6296","-0.07"
"Feb 22, 2011","4.6482","4.6500","4.6780","4.6359","-0.05"
"Feb 23, 2011","4.6613","4.6501","4.6695","4.6307","0.28"
"Feb 24, 2011","4.6566","4.6588","4.6700","4.6382","-0.10"
"Feb 25, 2011","4.6588","4.6556","4.6768","4.6471","0.05"
"Feb 28, 2011","4.6556","4.6570","4.6710","4.6396","-0.07"
"Mar 01, 2011","4.6490","4.6547","4.6765","4.6405","-0.14"
"Mar 02, 2011","4.6489","4.6496","4.6636","4.6246","-0.00"
"Mar 03, 2011","4.6353","4.6450","4.6626","4.6264","-0.29"
"Mar 04, 2011","4.6365","4.6325","4.6461","4.6181","0.03"
"Mar 07, 2011","4.6389","4.6361","4.6626","4.6210","0.05"
"Mar 08, 2011","4.6220","4.6364","4.6511","4.6059","-0.36"
"Mar 09, 2011","4.6194","4.6172","4.6396","4.6027","-0.06"
"Mar 10, 2011","4.6238","4.6153","4.6330","4.5908","0.10"
"Mar 11, 2011","4.6277","4.6196","4.6444","4.6024","0.08"
"Mar 14, 2011","4.6157","4.6239","4.6304","4.5979","-0.26"
"Mar 15, 2011","4.6308","4.6119","4.6543","4.6104","0.33"
"Mar 16, 2011","4.6267","4.6266","4.6448","4.6105","-0.09"
"Mar 17, 2011","4.6043","4.6137","4.6334","4.5981","-0.48"
"Mar 18, 2011","4.6138","4.6041","4.6245","4.5942","0.21"
"Mar 21, 2011","4.6086","4.6111","4.6238","4.5952","-0.11"
"Mar 22, 2011","4.6089","4.6069","4.6239","4.5850","0.01"
"Mar 23, 2011","4.6165","4.6079","4.6440","4.5876","0.16"
"Mar 24, 2011","4.6117","4.6123","4.6425","4.6004","-0.10"
"Mar 25, 2011","4.6172","4.6061","4.6241","4.5887","0.12"
"Mar 28, 2011","4.6155","4.6131","4.6346","4.6007","-0.04"
"Mar 29, 2011","4.6228","4.6135","4.6251","4.5971","0.16"
"Mar 30, 2011","4.6248","4.6196","4.6479","4.6098","0.04"
"Mar 31, 2011","4.6201","4.6246","4.6328","4.6038","-0.10"
"Apr 01, 2011","4.6267","4.6176","4.6343","4.6055","0.14"
"Apr 04, 2011","4.6200","4.6198","4.6349","4.6041","-0.14"
"Apr 05, 2011","4.6173","4.6151","4.6419","4.5993","-0.06"
"Apr 06, 2011","4.6071","4.6054","4.6330","4.5976","-0.22"
"Apr 07, 2011","4.5969","4.6024","4.6202","4.5883","-0.22"
"Apr 08, 2011","4.5966","4.5914","4.6089","4.5852","-0.01"
"Apr 11, 2011","4.6006","4.5899","4.6038","4.5883","0.09"
"Apr 12, 2011","4.6089","4.5981","4.6220","4.5981","0.18"
"Apr 13, 2011","4.6146","4.6033","4.6172","4.6021","0.12"
"Apr 14, 2011","4.6170","4.6083","4.6277","4.6013","0.05"
"Apr 15, 2011","4.6130","4.6084","4.6231","4.6053","-0.09"
"Apr 18, 2011","4.6126","4.6085","4.6291","4.5972","-0.01"
"Apr 19, 2011","4.6038","4.6117","4.6195","4.5937","-0.19"
"Apr 20, 2011","4.5873","4.5952","4.6119","4.5817","-0.36"
"Apr 21, 2011","4.6028","4.5817","4.6058","4.5719","0.34"
"Apr 22, 2011","4.5972","4.5967","4.6070","4.5822","-0.12"
"Apr 25, 2011","4.5888","4.5962","4.6063","4.5736","-0.18"
"Apr 26, 2011","4.5896","4.5835","4.6131","4.5789","0.02"
"Apr 27, 2011","4.5979","4.5874","4.6086","4.5798","0.18"
"Apr 28, 2011","4.6011","4.5915","4.6141","4.5825","0.07"
"Apr 29, 2011","4.6010","4.5936","4.6250","4.5898","-0.00"
"May 02, 2011","4.5984","4.5949","4.6094","4.5911","-0.06"
"May 03, 2011","4.6144","4.5973","4.6202","4.5868","0.35"
"May 04, 2011","4.6271","4.6079","4.6401","4.6043","0.28"
"May 05, 2011","4.6509","4.6273","4.6510","4.6187","0.51"
"May 06, 2011","4.6548","4.6568","4.6614","4.6337","0.08"
"May 09, 2011","4.6513","4.6512","4.6582","4.6313","-0.08"
"May 10, 2011","4.6451","4.6420","4.6532","4.6338","-0.13"
"May 11, 2011","4.6388","4.6396","4.6480","4.6129","-0.14"
"May 12, 2011","4.6632","4.6438","4.6694","4.6385","0.53"
"May 13, 2011","4.6592","4.6531","4.6650","4.6379","-0.09"
"May 16, 2011","4.6546","4.6566","4.6678","4.6486","-0.10"
"May 17, 2011","4.6627","4.6515","4.6690","4.6474","0.17"
"May 18, 2011","4.6488","4.6541","4.6602","4.6347","-0.30"
"May 19, 2011","4.6549","4.6427","4.6628","4.6396","0.13"
"May 20, 2011","4.6635","4.6465","4.6753","4.6445","0.18"
"May 23, 2011","4.6741","4.6621","4.6853","4.6575","0.23"
"May 24, 2011","4.6772","4.6695","4.6884","4.6611","0.07"
"May 25, 2011","4.6867","4.6711","4.6978","4.6710","0.20"
"May 26, 2011","4.6891","4.6805","4.7001","4.6671","0.05"
"May 27, 2011","4.6673","4.6834","4.6897","4.6597","-0.46"
"May 30, 2011","4.6807","4.6668","4.6850","4.6597","0.29"
"May 31, 2011","4.6786","4.6784","4.6854","4.6605","-0.04"
"Jun 01, 2011","4.6666","4.6728","4.6821","4.6568","-0.26"
"Jun 02, 2011","4.6767","4.6667","4.6891","4.6594","0.22"
"Jun 03, 2011","4.6742","4.6738","4.6906","4.6629","-0.05"
"Jun 06, 2011","4.6727","4.6682","4.6819","4.6574","-0.03"
"Jun 07, 2011","4.6730","4.6698","4.6864","4.6612","0.01"
"Jun 08, 2011","4.6937","4.6645","4.7015","4.6640","0.44"
"Jun 09, 2011","4.6959","4.6866","4.7122","4.6825","0.05"
"Jun 10, 2011","4.6965","4.6897","4.6996","4.6812","0.01"
"Jun 13, 2011","4.7009","4.6894","4.7087","4.6836","0.09"
"Jun 14, 2011","4.6994","4.6984","4.7137","4.6858","-0.03"
"Jun 15, 2011","4.7093","4.6945","4.7142","4.6916","0.21"
"Jun 16, 2011","4.7287","4.7082","4.7380","4.7066","0.41"
"Jun 17, 2011","4.7172","4.7237","4.7422","4.7126","-0.24"
"Jun 20, 2011","4.7211","4.7142","4.7355","4.7113","0.08"
"Jun 21, 2011","4.7152","4.7173","4.7279","4.7068","-0.12"
"Jun 22, 2011","4.7037","4.7127","4.7275","4.6983","-0.24"
"Jun 23, 2011","4.7312","4.7030","4.7388","4.7015","0.58"
"Jun 24, 2011","4.7405","4.7280","4.7588","4.7225","0.20"
"Jun 27, 2011","4.7690","4.7359","4.7843","4.7359","0.60"
"Jun 28, 2011","4.7878","4.7629","4.7984","4.7590","0.39"
"Jun 29, 2011","4.7660","4.7836","4.7950","4.7509","-0.46"
"Jun 30, 2011","4.7507","4.7574","4.7662","4.7355","-0.32"
"Jul 01, 2011","4.7633","4.7471","4.7708","4.7438","0.27"
"Jul 04, 2011","4.7114","4.7405","4.7422","4.6988","-1.09"
"Jul 05, 2011","4.7100","4.7066","4.7245","4.7005","-0.03"
"Jul 06, 2011","4.7117","4.7086","4.7203","4.6925","0.04"
"Jul 07, 2011","4.6885","4.7024","4.7126","4.6772","-0.49"
"Jul 08, 2011","4.6879","4.6830","4.6958","4.6552","-0.01"
"Jul 11, 2011","4.6860","4.6837","4.6936","4.6682","-0.04"
"Jul 12, 2011","4.6830","4.6851","4.7121","4.6767","-0.06"
"Jul 13, 2011","4.6547","4.6752","4.6903","4.6444","-0.60"
"Jul 14, 2011","4.6587","4.6459","4.6737","4.6339","0.09"
"Jul 15, 2011","4.6518","4.6494","4.6666","4.6480","-0.15"
"Jul 18, 2011","4.6406","4.6505","4.6685","4.6358","-0.24"
"Jul 19, 2011","4.6259","4.6358","4.6470","4.6136","-0.32"
"Jul 20, 2011","4.6286","4.6256","4.6381","4.6071","0.06"
"Jul 21, 2011","4.6231","4.6257","4.6447","4.6187","-0.12"
"Jul 22, 2011","4.6243","4.6209","4.6380","4.6100","0.03"
