Date,Price,Open,High,Low,Percent,Diff
2011-01-27,4.6862,4.6734,4.7115,4.661,0.1239,0.0058
2011-01-28,4.7211,4.6792,4.7342,4.6777,0.7447,0.0349
2011-01-29,4.7071,4.6914,4.7369,4.6746,-0.2965,-0.014
2011-01-30,4.6931,4.7035,4.7396,4.6715,-0.2974,-0.014
2011-01-31,4.6791,4.7157,4.7423,4.6684,-0.2983,-0.014
2011-02-01,4.6795,4.6715,4.7005,4.6649,0.0085,0.0004
2011-02-02,4.7062,4.6726,4.7077,4.6574,0.5706,0.0267
2011-02-03,4.7137,4.6975,4.7244,4.6898,0.1594,0.0075
2011-02-04,4.7008,4.7051,4.7145,4.6792,-0.2737,-0.0129
2011-02-05,4.6935,4.7,4.7132,4.6752,-0.156,-0.0073
2011-02-06,4.6861,4.6949,4.712,4.6711,-0.1562,-0.0073
2011-02-07,4.6788,4.6898,4.7107,4.6671,-0.1565,-0.0073
2011-02-08,4.6861,4.6762,4.693,4.6615,0.156,0.0073
2011-02-09,4.6597,4.6774,4.6844,4.6455,-0.5634,-0.0264
2011-02-10,4.6775,4.6558,4.6867,4.6425,0.382,0.0178
2011-02-11,4.6754,4.6726,4.702,4.6562,-0.0449,-0.0021
2011-02-12,4.6715,4.6716,4.6967,4.6527,-0.0841,-0.0039
2011-02-13,4.6675,4.6707,4.6914,4.6492,-0.0842,-0.0039
2011-02-14,4.6636,4.6697,4.6861,4.6457,-0.0843,-0.0039
2011-02-15,4.6592,4.66,4.6753,4.647,-0.0943,-0.0044
2011-02-16,4.6476,4.6571,4.6657,4.6412,-0.249,-0.0116
2011-02-17,4.6467,4.6446,4.6673,4.6292,-0.0194,-0.0009
2011-02-18,4.6536,4.6436,4.6614,4.6436,0.1485,0.0069
2011-02-19,4.6525,4.6448,4.666,4.6389,-0.0229,-0.0011
2011-02-20,4.6515,4.646,4.6707,4.6343,-0.0229,-0.0011
2011-02-21,4.6504,4.6472,4.6753,4.6296,-0.0229,-0.0011
2011-02-22,4.6482,4.65,4.678,4.6359,-0.0473,-0.0022
2011-02-23,4.6613,4.6501,4.6695,4.6307,0.2818,0.0131
2011-02-24,4.6566,4.6588,4.67,4.6382,-0.1008,-0.0047
2011-02-25,4.6588,4.6556,4.6768,4.6471,0.0472,0.0022
2011-02-26,4.6577,4.6561,4.6749,4.6446,-0.0229,-0.0011
2011-02-27,4.6567,4.6565,4.6729,4.6421,-0.0229,-0.0011
2011-02-28,4.6556,4.657,4.671,4.6396,-0.0229,-0.0011
2011-03-01,4.649,4.6547,4.6765,4.6405,-0.1418,-0.0066
2011-03-02,4.6489,4.6496,4.6636,4.6246,-0.0022,-0.0001
2011-03-03,4.6353,4.645,4.6626,4.6264,-0.2925,-0.0136
2011-03-04,4.6365,4.6325,4.6461,4.6181,0.0259,0.0012
2011-03-05,4.6373,4.6337,4.6516,4.6191,0.0173,0.0008
2011-03-06,4.6381,4.6349,4.6571,4.62,0.0173,0.0008
2011-03-07,4.6389,4.6361,4.6626,4.621,0.0172,0.0008
2011-03-08,4.622,4.6364,4.6511,4.6059,-0.3643,-0.0169
2011-03-09,4.6194,4.6172,4.6396,4.6027,-0.0563,-0.0026
2011-03-10,4.6238,4.6153,4.633,4.5908,0.0953,0.0044
2011-03-11,4.6277,4.6196,4.6444,4.6024,0.0843,0.0039
2011-03-12,4.6237,4.621,4.6397,4.6009,-0.0864,-0.004
2011-03-13,4.6197,4.6225,4.6351,4.5994,-0.0865,-0.004
2011-03-14,4.6157,4.6239,4.6304,4.5979,-0.0866,-0.004
2011-03-15,4.6308,4.6119,4.6543,4.6104,0.3271,0.0151
2011-03-16,4.6267,4.6266,4.6448,4.6105,-0.0885,-0.0041
2011-03-17,4.6043,4.6137,4.6334,4.5981,-0.4841,-0.0224
2011-03-18,4.6138,4.6041,4.6245,4.5942,0.2063,0.0095
2011-03-19,4.6121,4.6064,4.6243,4.5945,-0.0376,-0.0017
2011-03-20,4.6103,4.6088,4.624,4.5949,-0.0376,-0.0017
2011-03-21,4.6086,4.6111,4.6238,4.5952,-0.0376,-0.0017
2011-03-22,4.6089,4.6069,4.6239,4.585,0.0065,0.0003
2011-03-23,4.6165,4.6079,4.644,4.5876,0.1649,0.0076
2011-03-24,4.6117,4.6123,4.6425,4.6004,-0.104,-0.0048
2011-03-25,4.6172,4.6061,4.6241,4.5887,0.1193,0.0055
2011-03-26,4.6166,4.6084,4.6276,4.5927,-0.0123,-0.0006
2011-03-27,4.6161,4.6108,4.6311,4.5967,-0.0123,-0.0006
2011-03-28,4.6155,4.6131,4.6346,4.6007,-0.0123,-0.0006
2011-03-29,4.6228,4.6135,4.6251,4.5971,0.1582,0.0073
2011-03-30,4.6248,4.6196,4.6479,4.6098,0.0433,0.002
2011-03-31,4.6201,4.6246,4.6328,4.6038,-0.1016,-0.0047
2011-04-01,4.6267,4.6176,4.6343,4.6055,0.1429,0.0066
2011-04-02,4.6245,4.6183,4.6345,4.605,-0.0483,-0.0022
2011-04-03,4.6222,4.6191,4.6347,4.6046,-0.0483,-0.0022
2011-04-04,4.62,4.6198,4.6349,4.6041,-0.0483,-0.0022
2011-04-05,4.6173,4.6151,4.6419,4.5993,-0.0584,-0.0027
2011-04-06,4.6071,4.6054,4.633,4.5976,-0.2209,-0.0102
2011-04-07,4.5969,4.6024,4.6202,4.5883,-0.2214,-0.0102
2011-04-08,4.5966,4.5914,4.6089,4.5852,-0.0065,-0.0003
2011-04-09,4.5979,4.5909,4.6072,4.5862,0.029,0.0013
2011-04-10,4.5993,4.5904,4.6055,4.5873,0.029,0.0013
2011-04-11,4.6006,4.5899,4.6038,4.5883,0.029,0.0013
2011-04-12,4.6089,4.5981,4.622,4.5981,0.1804,0.0083
2011-04-13,4.6146,4.6033,4.6172,4.6021,0.1237,0.0057
2011-04-14,4.617,4.6083,4.6277,4.6013,0.052,0.0024
2011-04-15,4.613,4.6084,4.6231,4.6053,-0.0866,-0.004
2011-04-16,4.6129,4.6084,4.6251,4.6026,-0.0029,-0.0001
2011-04-17,4.6127,4.6085,4.6271,4.5999,-0.0029,-0.0001
2011-04-18,4.6126,4.6085,4.6291,4.5972,-0.0029,-0.0001
2011-04-19,4.6038,4.6117,4.6195,4.5937,-0.1908,-0.0088
2011-04-20,4.5873,4.5952,4.6119,4.5817,-0.3584,-0.0165
2011-04-21,4.6028,4.5817,4.6058,4.5719,0.3379,0.0155
2011-04-22,4.5972,4.5967,4.607,4.5822,-0.1217,-0.0056
2011-04-23,4.5944,4.5965,4.6068,4.5793,-0.0609,-0.0028
2011-04-24,4.5916,4.5964,4.6065,4.5765,-0.0609,-0.0028
2011-04-25,4.5888,4.5962,4.6063,4.5736,-0.061,-0.0028
2011-04-26,4.5896,4.5835,4.6131,4.5789,0.0174,0.0008
2011-04-27,4.5979,4.5874,4.6086,4.5798,0.1808,0.0083
2011-04-28,4.6011,4.5915,4.6141,4.5825,0.0696,0.0032
2011-04-29,4.601,4.5936,4.625,4.5898,-0.0022,-0.0001
2011-04-30,4.6001,4.594,4.6198,4.5902,-0.0188,-0.0009
2011-05-01,4.5993,4.5945,4.6146,4.5907,-0.0188,-0.0009
2011-05-02,4.5984,4.5949,4.6094,4.5911,-0.0188,-0.0009
2011-05-03,4.6144,4.5973,4.6202,4.5868,0.3479,0.016
2011-05-04,4.6271,4.6079,4.6401,4.6043,0.2752,0.0127
2011-05-05,4.6509,4.6273,4.651,4.6187,0.5144,0.0238
2011-05-06,4.6548,4.6568,4.6614,4.6337,0.0839,0.0039
2011-05-07,4.6536,4.6549,4.6603,4.6329,-0.0251,-0.0012
2011-05-08,4.6525,4.6531,4.6593,4.6321,-0.0251,-0.0012
2011-05-09,4.6513,4.6512,4.6582,4.6313,-0.0251,-0.0012
2011-05-10,4.6451,4.642,4.6532,4.6338,-0.1333,-0.0062
2011-05-11,4.6388,4.6396,4.648,4.6129,-0.1356,-0.0063
2011-05-12,4.6632,4.6438,4.6694,4.6385,0.526,0.0244
2011-05-13,4.6592,4.6531,4.665,4.6379,-0.0858,-0.004
2011-05-14,4.6577,4.6543,4.6659,4.6415,-0.0329,-0.0015
2011-05-15,4.6561,4.6554,4.6669,4.645,-0.0329,-0.0015
2011-05-16,4.6546,4.6566,4.6678,4.6486,-0.0329,-0.0015
2011-05-17,4.6627,4.6515,4.669,4.6474,0.174,0.0081
2011-05-18,4.6488,4.6541,4.6602,4.6347,-0.2981,-0.0139
2011-05-19,4.6549,4.6427,4.6628,4.6396,0.1312,0.0061
2011-05-20,4.6635,4.6465,4.6753,4.6445,0.1848,0.0086
2011-05-21,4.667,4.6517,4.6786,4.6488,0.0758,0.0035
2011-05-22,4.6706,4.6569,4.682,4.6532,0.0757,0.0035
2011-05-23,4.6741,4.6621,4.6853,4.6575,0.0757,0.0035
2011-05-24,4.6772,4.6695,4.6884,4.6611,0.0663,0.0031
2011-05-25,4.6867,4.6711,4.6978,4.671,0.2031,0.0095
2011-05-26,4.6891,4.6805,4.7001,4.6671,0.0512,0.0024
2011-05-27,4.6673,4.6834,4.6897,4.6597,-0.4649,-0.0218
2011-05-28,4.6718,4.6779,4.6881,4.6597,0.0957,0.0045
2011-05-29,4.6762,4.6723,4.6866,4.6597,0.0956,0.0045
2011-05-30,4.6807,4.6668,4.685,4.6597,0.0955,0.0045
2011-05-31,4.6786,4.6784,4.6854,4.6605,-0.0449,-0.0021
2011-06-01,4.6666,4.6728,4.6821,4.6568,-0.2565,-0.012
2011-06-02,4.6767,4.6667,4.6891,4.6594,0.2164,0.0101
2011-06-03,4.6742,4.6738,4.6906,4.6629,-0.0535,-0.0025
2011-06-04,4.6737,4.6719,4.6877,4.6611,-0.0107,-0.0005
2011-06-05,4.6732,4.6701,4.6848,4.6592,-0.0107,-0.0005
2011-06-06,4.6727,4.6682,4.6819,4.6574,-0.0107,-0.0005
2011-06-07,4.673,4.6698,4.6864,4.6612,0.0064,0.0003
2011-06-08,4.6937,4.6645,4.7015,4.664,0.443,0.0207
2011-06-09,4.6959,4.6866,4.7122,4.6825,0.0469,0.0022
2011-06-10,4.6965,4.6897,4.6996,4.6812,0.0128,0.0006
2011-06-11,4.698,4.6896,4.7026,4.682,0.0312,0.0015
2011-06-12,4.6994,4.6895,4.7057,4.6828,0.0312,0.0015
2011-06-13,4.7009,4.6894,4.7087,4.6836,0.0312,0.0015
2011-06-14,4.6994,4.6984,4.7137,4.6858,-0.0319,-0.0015
2011-06-15,4.7093,4.6945,4.7142,4.6916,0.2107,0.0099
2011-06-16,4.7287,4.7082,4.738,4.7066,0.412,0.0194
2011-06-17,4.7172,4.7237,4.7422,4.7126,-0.2432,-0.0115
2011-06-18,4.7185,4.7205,4.74,4.7122,0.0276,0.0013
2011-06-19,4.7198,4.7174,4.7377,4.7117,0.0276,0.0013
2011-06-20,4.7211,4.7142,4.7355,4.7113,0.0275,0.0013
2011-06-21,4.7152,4.7173,4.7279,4.7068,-0.125,-0.0059
2011-06-22,4.7037,4.7127,4.7275,4.6983,-0.2439,-0.0115
2011-06-23,4.7312,4.703,4.7388,4.7015,0.5846,0.0275
2011-06-24,4.7405,4.728,4.7588,4.7225,0.1966,0.0093
2011-06-25,4.75,4.7306,4.7673,4.727,0.2004,0.0095
2011-06-26,4.7595,4.7333,4.7758,4.7314,0.2,0.0095
2011-06-27,4.769,4.7359,4.7843,4.7359,0.1996,0.0095
2011-06-28,4.7878,4.7629,4.7984,4.759,0.3942,0.0188
2011-06-29,4.766,4.7836,4.795,4.7509,-0.4553,-0.0218
2011-06-30,4.7507,4.7574,4.7662,4.7355,-0.321,-0.0153
2011-07-01,4.7633,4.7471,4.7708,4.7438,0.2652,0.0126
2011-07-02,4.746,4.7449,4.7613,4.7288,-0.3632,-0.0173
2011-07-03,4.7287,4.7427,4.7517,4.7138,-0.3645,-0.0173
2011-07-04,4.7114,4.7405,4.7422,4.6988,-0.3659,-0.0173
2011-07-05,4.71,4.7066,4.7245,4.7005,-0.0297,-0.0014
2011-07-06,4.7117,4.7086,4.7203,4.6925,0.0361,0.0017
2011-07-07,4.6885,4.7024,4.7126,4.6772,-0.4924,-0.0232
2011-07-08,4.6879,4.683,4.6958,4.6552,-0.0128,-0.0006
2011-07-09,4.6873,4.6832,4.6951,4.6595,-0.0135,-0.0006
2011-07-10,4.6866,4.6835,4.6943,4.6639,-0.0135,-0.0006
2011-07-11,4.686,4.6837,4.6936,4.6682,-0.0135,-0.0006
2011-07-12,4.683,4.6851,4.7121,4.6767,-0.064,-0.003
2011-07-13,4.6547,4.6752,4.6903,4.6444,-0.6043,-0.0283
2011-07-14,4.6587,4.6459,4.6737,4.6339,0.0859,0.004
2011-07-15,4.6518,4.6494,4.6666,4.648,-0.1481,-0.0069
2011-07-16,4.6481,4.6498,4.6672,4.6439,-0.0803,-0.0037
2011-07-17,4.6443,4.6501,4.6679,4.6399,-0.0803,-0.0037
2011-07-18,4.6406,4.6505,4.6685,4.6358,-0.0804,-0.0037
2011-07-19,4.6259,4.6358,4.647,4.6136,-0.3168,-0.0147
2011-07-20,4.6286,4.6256,4.6381,4.6071,0.0584,0.0027
2011-07-21,4.6231,4.6257,4.6447,4.6187,-0.1188,-0.0055
2011-07-22,4.6243,4.6209,4.638,4.61,0.026,0.0012
2011-07-23,4.621,4.6187,4.636,4.6088,-0.0706,-0.0033
2011-07-24,4.6178,4.6165,4.6341,4.6076,-0.0707,-0.0033
2011-07-25,4.6145,4.6143,4.6321,4.6064,-0.0707,-0.0033
2011-07-26,4.606,4.6113,4.6186,4.5959,-0.1842,-0.0085
2011-07-27,4.6155,4.6057,4.6202,4.6014,0.2063,0.0095
2011-07-28,4.6124,4.6149,4.6227,4.6017,-0.0672,-0.0031
2011-07-29,4.6256,4.6065,4.6403,4.5997,0.2862,0.0132
2011-07-30,4.623,4.6108,4.636,4.6006,-0.0569,-0.0026
2011-07-31,4.6203,4.6151,4.6317,4.6016,-0.057,-0.0026
2011-08-01,4.6177,4.6194,4.6274,4.6025,-0.057,-0.0026
2011-08-02,4.6303,4.6145,4.6334,4.6018,0.2729,0.0126
2011-08-03,4.6245,4.6254,4.6381,4.6115,-0.1253,-0.0058
2011-08-04,4.6503,4.6173,4.6518,4.6086,0.5579,0.0258
2011-08-05,4.6338,4.6483,4.6604,4.6265,-0.3548,-0.0165
2011-08-06,4.6382,4.639,4.657,4.6211,0.0957,0.0044
2011-08-07,4.6427,4.6296,4.6536,4.6156,0.0956,0.0044
2011-08-08,4.6471,4.6203,4.6502,4.6102,0.0955,0.0044
2011-08-09,4.641,4.6425,4.6673,4.6364,-0.1313,-0.0061
2011-08-10,4.6543,4.6351,4.6605,4.6337,0.2866,0.0133
2011-08-11,4.6806,4.6508,4.6884,4.6508,0.5651,0.0263
2011-08-12,4.6848,4.6736,4.6957,4.6664,0.0897,0.0042
2011-08-13,4.6804,4.6759,4.6931,4.6657,-0.0946,-0.0044
2011-08-14,4.6759,4.6781,4.6905,4.6649,-0.0947,-0.0044
2011-08-15,4.6715,4.6804,4.6879,4.6642,-0.0948,-0.0044
2011-08-16,4.6758,4.6657,4.687,4.6567,0.092,0.0043
2011-08-17,4.6757,4.6728,4.6839,4.656,-0.0021,-0.0001
2011-08-18,4.682,4.6736,4.6867,4.6651,0.1347,0.0063
2011-08-19,4.6632,4.6784,4.6849,4.6527,-0.4015,-0.0188
2011-08-20,4.6615,4.6735,4.6809,4.6514,-0.0357,-0.0017
2011-08-21,4.6599,4.6685,4.677,4.65,-0.0358,-0.0017
2011-08-22,4.6582,4.6636,4.673,4.6487,-0.0358,-0.0017
2011-08-23,4.6668,4.6571,4.6711,4.6457,0.1846,0.0086
2011-08-24,4.6881,4.6614,4.6881,4.6585,0.4564,0.0213
2011-08-25,4.6914,4.683,4.6961,4.67,0.0704,0.0033
2011-08-26,4.6914,4.6926,4.7012,4.6858,0.0,0.0
2011-08-27,4.6939,4.6908,4.7023,4.6862,0.0533,0.0025
2011-08-28,4.6964,4.6889,4.7033,4.6867,0.0533,0.0025
2011-08-29,4.6989,4.6871,4.7044,4.6871,0.0532,0.0025
2011-08-30,4.7031,4.6979,4.7143,4.6921,0.0894,0.0042
2011-08-31,4.6951,4.6981,4.7123,4.6894,-0.1701,-0.008
2011-09-01,4.6972,4.6897,4.7098,4.6837,0.0447,0.0021
2011-09-02,4.6859,4.6945,4.7078,4.6777,-0.2406,-0.0113
2011-09-03,4.6857,4.6903,4.7037,4.6741,-0.0043,-0.0002
2011-09-04,4.6855,4.6862,4.6997,4.6705,-0.0043,-0.0002
2011-09-05,4.6853,4.682,4.6956,4.6669,-0.0043,-0.0002
2011-09-06,4.6882,4.682,4.693,4.6648,0.0619,0.0029
2011-09-07,4.6927,4.6831,4.6953,4.6747,0.096,0.0045
2011-09-08,4.7026,4.6872,4.7131,4.6824,0.211,0.0099
2011-09-09,4.7063,4.7006,4.713,4.6933,0.0787,0.0037
2011-09-10,4.7112,4.7011,4.7183,4.6913,0.1041,0.0049
2011-09-11,4.7161,4.7017,4.7235,4.6893,0.104,0.0049
2011-09-12,4.721,4.7022,4.7288,4.6873,0.1039,0.0049
2011-09-13,4.718,4.7173,4.7309,4.698,-0.0635,-0.003
2011-09-14,4.7387,4.7113,4.7476,4.7108,0.4387,0.0207
2011-09-15,4.748,4.7349,4.7511,4.7209,0.1963,0.0093
2011-09-16,4.754,4.7387,4.7638,4.7372,0.1264,0.006
2011-09-17,4.7646,4.7438,4.7716,4.7428,0.223,0.0106
2011-09-18,4.7752,4.7489,4.7795,4.7484,0.2225,0.0106
2011-09-19,4.7858,4.754,4.7873,4.754,0.222,0.0106
2011-09-20,4.7626,4.7817,4.809,4.7538,-0.4848,-0.0232
2011-09-21,4.7994,4.7569,4.8015,4.7506,0.7727,0.0368
2011-09-22,4.8217,4.7939,4.8233,4.7873,0.4646,0.0223
2011-09-23,4.8395,4.8171,4.8458,4.7943,0.3692,0.0178
2011-09-24,4.8471,4.823,4.8568,4.8057,0.1577,0.0076
2011-09-25,4.8548,4.829,4.8679,4.8172,0.1575,0.0076
2011-09-26,4.8624,4.8349,4.8789,4.8286,0.1572,0.0076
2011-09-27,4.8239,4.8574,4.8635,4.8131,-0.7918,-0.0385
2011-09-28,4.8585,4.8178,4.8686,4.8131,0.7173,0.0346
2011-09-29,4.8731,4.8522,4.889,4.8522,0.3005,0.0146
2011-09-30,4.8878,4.8637,4.8924,4.8516,0.3017,0.0147
2011-10-01,4.8912,4.8667,4.9016,4.8587,0.0696,0.0034
2011-10-02,4.8946,4.8698,4.9108,4.8657,0.0695,0.0034
2011-10-03,4.898,4.8728,4.92,4.8728,0.0695,0.0034
2011-10-04,4.8887,4.8922,4.909,4.8608,-0.1899,-0.0093
2011-10-05,4.8847,4.8828,4.9035,4.8655,-0.0818,-0.004
2011-10-06,4.8636,4.8749,4.8906,4.8542,-0.432,-0.0211
2011-10-07,4.8604,4.8558,4.873,4.8279,-0.0658,-0.0032
2011-10-08,4.8593,4.8549,4.8741,4.8287,-0.0219,-0.0011
2011-10-09,4.8583,4.8539,4.8753,4.8296,-0.022,-0.0011
2011-10-10,4.8572,4.853,4.8764,4.8304,-0.022,-0.0011
2011-10-11,4.8525,4.8526,4.8702,4.8365,-0.0968,-0.0047
2011-10-12,4.8433,4.8467,4.872,4.8357,-0.1896,-0.0092
2011-10-13,4.8355,4.8422,4.8519,4.818,-0.161,-0.0078
2011-10-14,4.8252,4.8355,4.8451,4.8105,-0.213,-0.0103
2011-10-15,4.8214,4.8313,4.8413,4.8039,-0.0781,-0.0038
2011-10-16,4.8177,4.8271,4.8374,4.7973,-0.0781,-0.0038
2011-10-17,4.8139,4.8229,4.8336,4.7907,-0.0782,-0.0038
2011-10-18,4.8144,4.8094,4.8277,4.7954,0.0104,0.0005
2011-10-19,4.8301,4.8093,4.8301,4.7883,0.3261,0.0157
2011-10-20,4.8604,4.8255,4.8662,4.8177,0.6273,0.0303
2011-10-21,4.8427,4.8511,4.8797,4.8345,-0.3642,-0.0177
2011-10-22,4.8373,4.8487,4.8751,4.8295,-0.1115,-0.0054
2011-10-23,4.8319,4.8463,4.8706,4.8245,-0.1116,-0.0054
2011-10-24,4.8265,4.8439,4.866,4.8195,-0.1118,-0.0054
2011-10-25,4.8475,4.8305,4.8632,4.8211,0.4351,0.021
2011-10-26,4.8475,4.8385,4.8571,4.8345,0.0,0.0
2011-10-27,4.7952,4.8424,4.8504,4.7877,-1.0789,-0.0523
2011-10-28,4.8123,4.7909,4.8234,4.7862,0.3566,0.0171
2011-10-29,4.819,4.7897,4.8335,4.7866,0.1385,0.0067
2011-10-30,4.8256,4.7886,4.8436,4.787,0.1383,0.0067
2011-10-31,4.8323,4.7874,4.8537,4.7874,0.1382,0.0067
2011-11-01,4.8624,4.8287,4.8701,4.8272,0.6229,0.0301
2011-11-02,4.8434,4.8586,4.8712,4.8323,-0.3908,-0.019
2011-11-03,4.8296,4.8402,4.8688,4.8146,-0.2849,-0.0138
2011-11-04,4.8321,4.8225,4.8455,4.8163,0.0518,0.0025
2011-11-05,4.8309,4.8244,4.8451,4.8173,-0.0248,-0.0012
2011-11-06,4.8297,4.8262,4.8447,4.8184,-0.0248,-0.0012
2011-11-07,4.8285,4.8281,4.8443,4.8194,-0.0248,-0.0012
2011-11-08,4.83,4.821,4.8562,4.821,0.0311,0.0015
2011-11-09,4.8498,4.8272,4.8546,4.8225,0.4099,0.0198
2011-11-10,4.8577,4.8432,4.8733,4.8318,0.1629,0.0079
2011-11-11,4.851,4.8473,4.872,4.8437,-0.1379,-0.0067
2011-11-12,4.8496,4.8471,4.8721,4.8398,-0.0289,-0.0014
2011-11-13,4.8482,4.8469,4.8722,4.8358,-0.0289,-0.0014
2011-11-14,4.8468,4.8467,4.8723,4.8319,-0.0289,-0.0014
2011-11-15,4.8548,4.8429,4.8659,4.8306,0.1651,0.008
2011-11-16,4.8597,4.8549,4.8765,4.8443,0.1009,0.0049
2011-11-17,4.8625,4.8584,4.8769,4.8476,0.0576,0.0028
2011-11-18,4.879,4.8608,4.8847,4.858,0.3393,0.0165
2011-11-19,4.8893,4.866,4.8946,4.8606,0.2104,0.0103
2011-11-20,4.8995,4.8712,4.9046,4.8631,0.21,0.0103
2011-11-21,4.9098,4.8764,4.9145,4.8657,0.2095,0.0103
2011-11-22,4.9056,4.9062,4.9168,4.8753,-0.0855,-0.0042
2011-11-23,4.9314,4.9029,4.947,4.895,0.5259,0.0258
2011-11-24,4.9183,4.9268,4.9351,4.9064,-0.2656,-0.0131
2011-11-25,4.9204,4.9147,4.9283,4.889,0.0427,0.0021
2011-11-26,4.9151,4.9157,4.9274,4.8897,-0.1077,-0.0053
2011-11-27,4.9098,4.9168,4.9266,4.8905,-0.1078,-0.0053
2011-11-28,4.9045,4.9178,4.9257,4.8912,-0.1079,-0.0053
2011-11-29,4.901,4.9013,4.931,4.8953,-0.0714,-0.0035
2011-11-30,4.8434,4.9,4.9169,4.8344,-1.1753,-0.0576
2011-12-01,4.8402,4.8327,4.8728,4.8311,-0.0661,-0.0032
2011-12-02,4.8457,4.8356,4.8568,4.8277,0.1136,0.0055
2011-12-03,4.8424,4.8372,4.8563,4.8278,-0.0681,-0.0033
2011-12-04,4.8391,4.8388,4.8559,4.8278,-0.0681,-0.0033
2011-12-05,4.8358,4.8404,4.8554,4.8279,-0.0682,-0.0033
2011-12-06,4.8454,4.8326,4.8673,4.8326,0.1985,0.0096
2011-12-07,4.835,4.8437,4.8545,4.8258,-0.2146,-0.0104
2011-12-08,4.8399,4.832,4.8561,4.8212,0.1013,0.0049
2011-12-09,4.8559,4.8401,4.8718,4.8223,0.3306,0.016
2011-12-10,4.8725,4.8435,4.8852,4.8305,0.3419,0.0166
2011-12-11,4.8891,4.8468,4.8987,4.8388,0.3407,0.0166
2011-12-12,4.9057,4.8502,4.9121,4.847,0.3395,0.0166
2011-12-13,4.9022,4.8984,4.914,4.8854,-0.0713,-0.0035
2011-12-14,4.9197,4.904,4.9307,4.8911,0.357,0.0175
2011-12-15,4.9318,4.9203,4.9405,4.9064,0.2459,0.0121
2011-12-16,4.9296,4.9271,4.9542,4.9076,-0.0446,-0.0022
2011-12-17,4.9334,4.9259,4.9514,4.9096,0.0778,0.0038
2011-12-18,4.9373,4.9248,4.9486,4.9115,0.0777,0.0038
2011-12-19,4.9411,4.9236,4.9458,4.9135,0.0776,0.0038
2011-12-20,4.9213,4.9339,4.951,4.9149,-0.4007,-0.0198
2011-12-21,4.9355,4.9196,4.9421,4.9126,0.2885,0.0142
2011-12-22,4.9286,4.9313,4.957,4.9213,-0.1398,-0.0069
2011-12-23,4.9383,4.926,4.9491,4.9208,0.1968,0.0097
2011-12-24,4.9427,4.9286,4.9544,4.9248,0.0884,0.0044
2011-12-25,4.947,4.9311,4.9598,4.9289,0.0883,0.0044
2011-12-26,4.9514,4.9337,4.9651,4.9329,0.0883,0.0044
2011-12-27,4.9756,4.9495,4.9834,4.9438,0.4888,0.0242
2011-12-28,4.9952,4.971,5.0064,4.964,0.3939,0.0196
2011-12-29,5.0237,4.9911,5.0359,4.9858,0.5705,0.0285
2011-12-30,5.0151,5.0195,5.0477,4.9979,-0.1712,-0.0086
2011-12-31,5.0146,5.0155,5.0384,4.9981,-0.0106,-0.0005
2012-01-01,5.014,5.0115,5.0292,4.9982,-0.0106,-0.0005
2012-01-02,5.0135,5.0075,5.0199,4.9984,-0.0106,-0.0005
